City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
117,Sistranda,NO,63.7256,8.834,57.16,84,0,8.01,clear sky
118,Puerto Montt,CL,-41.4698,-72.9447,58.03,62,0,11.5,clear sky
119,Antofagasta,CL,-23.65,-70.4,63.77,67,12,7.52,few clouds
120,Kandrian,PG,-6.2167,149.55,76.23,87,100,1.32,overcast clouds
121,Anupgarh,IN,29.1911,73.2086,88.23,56,1,10.02,clear sky
122,Adrar,MR,20.5022,-10.0711,97.77,7,0,8.3,clear sky
123,Ringwood,US,41.1134,-74.2454,71.94,83,98,8.52,overcast clouds
124,Port Alfred,ZA,-33.5906,26.891,61.3,75,50,7.7,scattered clouds
125,Gazli,UZ,40.1333,63.45,68.02,29,26,8.21,scattered clouds
126,Srednekolymsk,RU,67.45,153.6833,21.16,89,100,6.38,overcast clouds
127,Geraldton,AU,-28.7667,114.6,57.61,94,90,6.91,light rain
128,Puerto Narino,CO,-3.7703,-70.3831,84.15,57,100,1.34,overcast clouds
129,Qaanaaq,GL,77.484,-69.3632,29.03,69,100,2.53,overcast clouds
130,Dikson,RU,73.5069,80.5464,36.07,99,100,16.2,light rain
131,Hit,IQ,33.6416,42.8251,84.22,17,0,4.09,clear sky
132,Wanlaweyn,SO,2.6185,44.8938,78.62,78,23,19.28,few clouds
133,Muros,ES,42.7762,-9.0603,61.99,83,10,4.79,clear sky
134,Narsaq,GL,60.9167,-46.05,41.22,39,0,4.45,clear sky
135,Bosaso,SO,11.2842,49.1816,88.18,61,53,1.9,broken clouds
136,Bethel,US,41.3712,-73.414,70.16,86,75,5.75,broken clouds
137,Maniitsoq,GL,65.4167,-52.9,34.14,46,0,7.31,clear sky
138,Kahului,US,20.8947,-156.47,81.97,83,28,15.01,scattered clouds
139,Barrow,US,71.2906,-156.7887,30.22,86,90,5.75,overcast clouds
140,Clyde River,CA,70.4692,-68.5914,32.56,74,100,6.06,overcast clouds
141,Tuktoyaktuk,CA,69.4541,-133.0374,31.01,96,100,21.47,snow
142,Jalu,LY,29.0331,21.5482,80.1,33,0,6.67,clear sky
143,Linguere,SN,15.3953,-15.1193,94.66,29,4,7.0,clear sky
144,Pilar,BR,-9.5972,-35.9567,84.13,68,51,9.6,broken clouds
145,Ingham,US,42.6,-84.3833,72.3,59,1,4.61,clear sky
146,Kapaa,US,22.0752,-159.319,80.58,72,75,3.0,light rain
147,Pevek,RU,69.7008,170.3133,19.51,85,98,5.21,overcast clouds
148,Saldanha,ZA,-33.0117,17.9442,59.02,84,0,21.65,clear sky
149,Thompson,CA,55.7435,-97.8558,62.17,47,100,13.18,overcast clouds
150,Ilheus,BR,-14.7889,-39.0494,78.39,66,33,7.74,scattered clouds
151,Puquio,PE,-14.7,-74.1333,67.69,22,15,14.85,few clouds
152,Nome,US,64.5011,-165.4064,33.87,61,90,3.44,overcast clouds
153,Mudgee,AU,-32.5943,149.5871,56.79,97,100,4.59,overcast clouds
154,Lorvao,PT,40.2594,-8.3168,62.69,77,0,4.99,clear sky
155,Vila Velha,BR,-20.3297,-40.2925,80.96,68,20,16.11,few clouds
156,Port Elizabeth,ZA,-33.918,25.5701,57.09,82,100,7.25,overcast clouds
157,Daru,PG,-9.0763,143.2092,77.5,84,100,12.39,overcast clouds
158,Coahuayana,MX,18.7333,-103.6833,88.32,58,61,4.99,broken clouds
159,Ostersund,SE,63.1792,14.6357,46.85,100,90,11.5,overcast clouds
160,Khatanga,RU,71.9667,102.5,27.7,69,100,6.87,overcast clouds
161,Leh,IN,34.1667,77.5833,56.79,38,0,4.83,clear sky
162,Sarangani,PH,5.4033,125.4636,83.86,74,100,8.63,overcast clouds
163,Hithadhoo,MV,-0.6,73.0833,82.58,74,21,9.62,few clouds
164,Mersin,TR,36.862,34.6509,74.55,67,0,2.39,clear sky
165,Naze,JP,28.3667,129.4833,78.35,78,5,18.32,clear sky
166,Arroyo,ES,41.6096,-4.7969,68.14,60,0,6.91,clear sky
167,Chokurdakh,RU,70.6333,147.9167,22.87,94,97,8.88,overcast clouds
168,Poum,NC,-20.2333,164.0167,71.28,78,25,12.01,scattered clouds
169,Tucuman,AR,-26.8241,-65.2226,84.2,30,13,4.61,few clouds
170,Ennis,IE,52.8436,-8.9864,49.93,81,75,9.22,broken clouds
171,Airai,TL,-8.9266,125.4092,57.72,77,12,2.77,few clouds
172,Richards Bay,ZA,-28.783,32.0377,67.82,84,85,6.82,overcast clouds
173,Balkanabat,TM,39.5108,54.3671,73.09,31,0,4.18,clear sky
174,Saint-Pierre,RE,-21.3393,55.4781,69.44,77,0,3.44,clear sky
175,Ponta Do Sol,PT,32.6667,-17.1,75.83,75,70,3.6,broken clouds
176,Yulara,AU,-25.2406,130.9889,55.24,41,0,6.91,clear sky
177,Camopi,GF,3.1655,-52.3158,95.83,30,71,3.67,broken clouds
178,Balikpapan,ID,-1.2675,116.8289,76.84,90,99,6.2,moderate rain
179,Rockland,US,41.1668,-74.0496,72.21,78,100,8.19,overcast clouds
180,Davila,PH,18.4726,120.5763,80.82,79,80,7.49,broken clouds
181,Mardin,TR,37.3131,40.7436,68.5,24,0,1.1,clear sky
182,Devils Lake,US,48.1128,-98.8651,82.38,39,1,11.5,clear sky
183,Tekeli,KZ,44.83,78.8239,56.37,38,100,5.53,overcast clouds
184,Grand Gaube,MU,-20.0064,57.6608,72.37,65,91,7.0,overcast clouds
185,Vilhena,BR,-12.7406,-60.1458,83.32,48,94,4.81,overcast clouds
186,Jaunpur,IN,25.7333,82.6833,82.42,79,15,6.58,few clouds
187,Gizo,SB,-8.103,156.8419,80.51,80,100,7.78,overcast clouds
188,Bilma,NE,18.6853,12.9164,90.23,25,9,9.86,clear sky
189,Cayenne,GF,4.9333,-52.3333,87.84,78,75,3.0,broken clouds
190,Ilulissat,GL,69.2167,-51.1,30.22,34,1,14.97,clear sky
191,Bronnoysund,NO,65.4625,12.1997,57.42,71,75,13.8,broken clouds
192,Touros,BR,-5.1989,-35.4608,83.3,71,8,19.28,clear sky
193,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,22,20,16.11,few clouds
194,Georgetown,MY,5.4112,100.3354,78.73,92,40,1.01,scattered clouds
195,Kokemaki,FI,61.2565,22.3564,46.18,90,0,5.3,clear sky
196,Lubawa,PL,53.5043,19.7497,54.48,70,100,9.95,overcast clouds
197,Mount Isa,AU,-20.7333,139.5,78.57,57,90,6.91,light rain
198,Xinmin,CN,41.9908,122.8253,64.11,95,4,9.1,clear sky
199,Salalah,OM,17.0151,54.0924,82.49,89,75,5.75,broken clouds
200,Hamada,JP,34.8833,132.0833,72.0,92,100,3.15,overcast clouds
201,Brattleboro,US,42.8509,-72.5579,70.45,83,100,1.99,overcast clouds
202,Puerto Madryn,AR,-42.7692,-65.0385,67.59,20,10,13.6,clear sky
203,Mpanda,TZ,-6.3655,31.0409,76.62,44,28,2.77,scattered clouds
204,Salta,AR,-24.7859,-65.4117,82.58,38,18,8.99,few clouds
205,Haines Junction,CA,60.7522,-137.5108,34.68,78,100,1.45,overcast clouds
206,Rawson,AR,-43.3002,-65.1023,66.49,21,48,8.39,scattered clouds
207,Taoudenni,ML,22.6783,-3.9836,99.12,8,0,11.3,clear sky
208,Atascadero,US,35.4894,-120.6707,75.11,59,41,6.87,scattered clouds
209,Betsiamites,CA,48.9413,-68.646,52.43,65,95,4.23,overcast clouds
210,Lebu,CL,-37.6167,-73.65,55.27,62,100,10.16,overcast clouds
211,Maceio,BR,-9.6658,-35.7353,85.44,61,40,12.66,scattered clouds
212,Placerville,US,38.7296,-120.7986,72.68,55,1,6.91,clear sky
213,Ribeira Grande,PT,38.5167,-28.7,73.8,88,75,16.11,broken clouds
214,Gela,IT,37.0803,14.2307,79.34,78,6,5.35,clear sky
215,Juba,SS,4.8517,31.5825,76.59,68,100,1.19,overcast clouds
216,Urdoma,RU,61.7533,48.5442,40.64,94,99,3.04,overcast clouds
217,Tombouctou,ML,20.0,-3.0,94.57,10,0,7.27,clear sky
218,Asau,RO,46.4333,26.4,52.75,94,100,1.81,overcast clouds
219,Seoul,KR,37.5683,126.9778,69.31,91,100,3.51,overcast clouds
220,Cabo San Lucas,MX,22.8909,-109.9124,94.51,63,0,5.95,clear sky
221,Severo-Yeniseyskiy,RU,60.3725,93.0408,32.5,76,100,3.13,overcast clouds
222,Gornopravdinsk,RU,60.05,69.9,33.39,94,62,5.68,broken clouds
223,Benguela,AO,-12.5763,13.4055,72.0,82,2,7.09,clear sky
224,Bahia De Caraquez,EC,-0.6,-80.4167,77.56,72,72,12.06,broken clouds
225,Westport,US,41.1415,-73.3579,72.16,85,90,1.99,overcast clouds
226,Ofunato,JP,39.0717,141.7167,63.1,86,56,1.92,broken clouds
227,Ferzikovo,RU,54.5191,36.7567,42.44,82,85,5.3,overcast clouds
228,Cidreira,BR,-30.1811,-50.2056,69.57,84,100,13.82,light rain
229,Goma,CD,-1.6792,29.2228,64.8,83,81,2.82,light rain
230,Erenhot,CN,43.6475,111.9767,46.89,47,74,6.08,broken clouds
231,Duiwelskloof,ZA,-23.6934,30.14,73.92,32,15,2.68,few clouds
232,Kaeo,NZ,-35.1,173.7833,45.32,94,40,4.18,scattered clouds
233,Kamenka,RU,51.3223,42.7678,44.17,81,100,8.55,overcast clouds
234,Saqqez,IR,36.2499,46.2735,59.34,27,0,5.03,clear sky
235,Esperance,AU,-33.8667,121.9,52.93,87,100,7.96,overcast clouds
236,Preobrazheniye,RU,42.9019,133.9064,62.47,94,100,6.67,overcast clouds
237,Kurilsk,RU,45.2333,147.8833,52.27,87,100,9.37,overcast clouds
238,Namibe,AO,-15.1961,12.1522,64.24,86,91,6.64,overcast clouds
239,Vanimo,PG,-2.6741,141.3028,76.69,90,93,3.98,overcast clouds
240,Ola,RU,59.5833,151.2833,32.65,89,100,18.99,light snow
241,Pirovskoye,RU,57.6267,92.2658,35.42,93,100,3.42,overcast clouds
242,Dzerzhinskoye,RU,56.8344,95.2283,34.61,93,100,1.48,overcast clouds
243,Tengzhou,CN,35.0771,117.1518,63.55,88,94,4.56,light rain
244,Prado,BR,-17.3411,-39.2208,76.64,70,21,8.21,few clouds
245,Trairi,BR,-3.2778,-39.2689,84.06,64,5,14.99,clear sky
246,Hofn,IS,64.2539,-15.2082,40.32,52,99,11.41,overcast clouds
247,Buritizeiro,BR,-17.3511,-44.9622,90.9,27,64,5.95,broken clouds
248,Cozumel,MX,20.5083,-86.9458,87.78,85,75,5.01,broken clouds
249,Hermosillo,MX,29.0667,-110.9667,91.69,42,0,3.0,clear sky
250,Hwange,ZW,-18.3693,26.5019,82.02,22,0,1.66,clear sky
251,Grindavik,IS,63.8424,-22.4338,37.87,75,75,28.77,broken clouds
252,Cabra,ES,37.4725,-4.4421,76.44,40,0,2.66,clear sky
253,Mbandaka,CD,0.0487,18.2603,72.99,92,100,1.68,light rain
254,Longyearbyen,SJ,78.2186,15.6401,37.24,75,75,11.5,broken clouds
255,Constitucion,CL,-35.3333,-72.4167,60.93,50,0,9.26,clear sky
256,Pisco,PE,-13.7,-76.2167,66.02,82,75,10.36,broken clouds
257,Souillac,MU,-20.5167,57.5167,72.36,77,45,15.43,scattered clouds
258,Mezen,RU,65.8522,44.24,43.79,92,89,1.14,overcast clouds
259,Ishim,RU,56.1128,69.4902,39.33,73,100,9.42,overcast clouds
260,Saskylakh,RU,71.9167,114.0833,21.99,92,100,4.59,overcast clouds
261,Islamkot,PK,24.6997,70.177,91.8,54,94,6.02,overcast clouds
262,Ostrovnoy,RU,68.0531,39.5131,48.65,85,100,11.74,overcast clouds
263,Mulchen,CL,-37.7167,-72.2333,71.46,23,100,4.23,overcast clouds
264,Bilibino,RU,68.0546,166.4372,11.01,97,100,3.13,overcast clouds
265,Teshie,GH,5.5836,-0.1072,78.75,82,14,10.96,few clouds
266,Svobodnyy,RU,51.4,128.1333,42.84,82,73,10.36,broken clouds
267,Husavik,IS,66.0449,-17.3389,33.8,83,81,11.23,broken clouds
268,North Platte,US,41.1239,-100.7654,89.49,30,1,3.0,clear sky
269,Rundu,NA,-17.9333,19.7667,77.43,16,79,5.82,broken clouds
270,Terney,RU,45.0503,136.6092,58.62,93,100,3.2,overcast clouds
271,Hobyo,SO,5.3505,48.5268,79.27,80,35,26.87,scattered clouds
272,Beyneu,KZ,45.3167,55.2,55.29,62,4,12.06,clear sky
273,Chor,PK,25.5167,69.7667,91.9,51,95,11.05,overcast clouds
274,Tabuk,PH,17.4189,121.4443,73.58,92,16,2.44,few clouds
275,Ponta Delgada,PT,37.7333,-25.6667,74.12,78,20,9.22,few clouds
276,Mount Pleasant,US,32.7941,-79.8626,86.07,59,20,1.01,few clouds
277,Itaguai,BR,-22.8522,-43.7753,85.68,68,37,7.78,scattered clouds
278,Tezu,IN,27.9167,96.1667,75.06,83,84,3.42,broken clouds
279,Deputatskiy,RU,69.3,139.9,16.36,87,55,2.75,broken clouds
280,Hualmay,PE,-11.0964,-77.6139,67.33,71,32,8.97,scattered clouds
281,Marrakesh,MA,31.6315,-8.0083,82.47,34,40,3.44,scattered clouds
282,Dhidhdhoo,MV,6.8833,73.1,82.4,80,64,17.6,broken clouds
283,Henties Bay,NA,-22.116,14.2845,56.86,88,6,8.77,clear sky
284,Broken Hill,AU,-31.95,141.4333,55.8,79,7,10.6,clear sky
285,Catamarca,AR,-28.4696,-65.7852,87.49,36,73,1.99,broken clouds
286,Lagoa,PT,39.05,-27.9833,70.02,87,11,13.04,few clouds
287,Beloha,MG,-25.1667,45.05,73.04,66,76,7.76,broken clouds
288,Lodja,CD,-3.4833,23.4333,72.21,84,82,0.98,light rain
289,Ballesteros,PH,18.4126,121.5152,80.08,82,15,4.14,light rain
290,Sawtell,AU,-30.3833,153.1,60.82,67,89,10.36,overcast clouds
291,Maarianhamina,AX,60.0973,19.9348,51.66,87,90,8.05,overcast clouds
292,Aksu,CN,41.1231,80.2644,69.03,18,44,5.68,scattered clouds
293,Port Lincoln,AU,-34.7333,135.8667,56.19,87,49,12.08,scattered clouds
294,Eregli,TR,37.5133,34.0467,63.37,42,0,0.76,clear sky
295,Yulin,CN,22.6333,110.15,77.29,86,0,3.15,light rain
296,Ottawa,CA,45.4112,-75.6981,62.29,55,16,4.0,few clouds
297,Broome,US,42.2506,-75.833,66.42,65,90,3.0,overcast clouds
298,Walvis Bay,NA,-22.9575,14.5053,57.09,84,4,15.01,clear sky
299,Norman Wells,CA,65.282,-126.8329,32.04,93,90,13.8,snow
300,Gemena,CD,3.25,19.7667,70.16,98,100,3.04,overcast clouds
301,Danville,US,36.586,-79.395,85.33,53,1,3.44,clear sky
302,Waipawa,NZ,-41.4122,175.5153,45.93,75,0,4.14,clear sky
303,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,90.81,50,98,2.73,overcast clouds
304,Yungay,PE,-9.1383,-77.7436,72.25,37,35,4.79,scattered clouds
305,Sovetskiy,RU,61.3614,63.5842,31.57,82,13,3.83,few clouds
306,Loksa,EE,59.5764,25.7214,45.41,86,3,7.85,clear sky
307,Lindi,TZ,-10.0,39.7167,73.35,86,1,2.57,clear sky
308,Damghan,IR,36.1683,54.348,68.36,43,0,7.67,clear sky
309,Rosarito,MX,32.3333,-117.0333,71.64,67,5,8.01,clear sky
310,Jamsa,FI,61.8642,25.19,44.35,93,49,4.05,scattered clouds
311,Stephenville,US,32.2207,-98.2023,95.09,42,75,6.91,light rain
312,Wilmington,US,34.2257,-77.9447,86.0,51,75,10.36,broken clouds
313,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.32,73,95,14.43,overcast clouds
314,Moranbah,AU,-22.0016,148.0466,63.81,86,36,18.92,scattered clouds
315,Burnie,AU,-41.0667,145.9167,47.35,86,84,7.27,broken clouds
316,Chuy,UY,-33.6971,-53.4616,59.56,87,100,13.31,overcast clouds
317,Arlit,NE,18.7369,7.3853,96.66,13,93,12.73,overcast clouds
318,Verkhnevilyuysk,RU,63.4453,120.3167,27.86,93,9,6.22,clear sky
319,Codrington,AU,-38.2667,141.9667,51.51,61,100,7.4,overcast clouds
320,Saint-Philippe,RE,-21.3585,55.7679,69.35,76,15,14.67,few clouds
321,Olafsvik,IS,64.8945,-23.7142,36.32,86,100,49.46,overcast clouds
322,Patitirion,GR,39.15,23.8667,71.08,66,100,12.46,overcast clouds
323,Saint George,US,37.1041,-113.5841,87.64,33,1,1.01,clear sky
324,Neiafu,TO,-18.65,-173.9833,77.68,83,40,6.91,scattered clouds
325,Novikovo,RU,51.1537,37.8879,45.84,79,100,10.11,overcast clouds
326,Idlib,SY,35.9306,36.6339,70.99,76,0,8.21,clear sky
327,Chabahar,IR,25.2919,60.643,84.07,77,100,3.76,overcast clouds
328,Abhar,IR,36.1468,49.218,52.41,85,8,8.19,clear sky
329,Pauini,BR,-7.7136,-66.9764,96.91,35,22,2.64,few clouds
330,Likhoslavl,RU,57.1275,35.464,39.6,85,32,4.18,scattered clouds
331,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,94,75,11.59,broken clouds
332,Avera,US,33.194,-82.5271,86.92,40,92,5.68,overcast clouds
333,Igarka,RU,67.4667,86.5833,33.03,79,100,3.71,overcast clouds
334,Keti Bandar,PK,24.1447,67.4497,87.19,67,80,1.45,broken clouds
335,Beringovskiy,RU,63.05,179.3167,30.6,57,20,7.52,few clouds
336,Bereznik,RU,62.8551,42.7072,43.65,93,98,3.36,overcast clouds
337,Kristiinankaupunki,FI,62.2743,21.376,47.14,86,10,8.39,clear sky
338,Hasaki,JP,35.7333,140.8333,64.8,80,10,7.38,clear sky
339,Khorixas,NA,-20.3667,14.9667,60.12,54,5,11.01,clear sky
340,Atlantic City,US,39.3643,-74.4229,83.01,53,20,9.22,few clouds
341,Tual,ID,-5.6667,132.75,80.83,83,21,11.97,few clouds
342,Kousseri,CM,12.0769,15.0306,84.4,56,99,3.49,light rain
343,Poltavka,RU,54.3663,71.7632,40.39,71,100,12.44,overcast clouds
344,Harper,LR,4.375,-7.7169,77.67,83,100,6.51,overcast clouds
345,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,13.8,broken clouds
346,Sol-Iletsk,RU,51.1631,54.9918,42.01,68,100,12.48,overcast clouds
347,Rancho Veloz,CU,22.8806,-80.3917,84.69,63,39,11.9,scattered clouds
348,Soyaniquilpan,MX,19.9833,-99.5,69.3,56,55,1.92,broken clouds
349,Nizhnyaya Tura,RU,58.6293,59.8118,36.55,77,100,4.36,overcast clouds
350,Bogale,MM,16.2833,95.4,76.42,93,99,2.68,overcast clouds
351,Nueve De Julio,AR,-35.4444,-60.8831,65.71,45,0,10.18,clear sky
352,Marawi,PH,7.9986,124.2928,67.64,92,100,3.02,overcast clouds
353,Necochea,AR,-38.5473,-58.7368,59.09,44,0,7.36,clear sky
354,Viljoenskroon,ZA,-27.2084,26.9485,73.33,32,51,6.82,light rain
355,Banda Aceh,ID,5.5577,95.3222,77.47,87,100,10.38,overcast clouds
356,Ucluelet,CA,48.9329,-125.5528,60.1,84,26,1.99,scattered clouds
357,Krasnoslobodsk,RU,48.7072,44.5714,49.82,87,75,13.42,broken clouds
358,Babu,CN,24.4167,111.5167,83.12,70,96,0.74,overcast clouds
359,Erzin,TR,36.9559,36.2,74.12,85,27,2.82,scattered clouds
360,Iqaluit,CA,63.7506,-68.5145,34.7,64,100,5.01,overcast clouds
361,Binghamton,US,42.0987,-75.918,66.7,73,90,5.01,overcast clouds
362,Kolokani,ML,13.5728,-8.0339,84.61,41,6,6.22,clear sky
363,College,US,64.8569,-147.8028,29.21,81,40,0.0,scattered clouds
364,Jieshi,CN,22.8134,115.8257,79.34,79,0,4.18,clear sky
365,Ryotsu,JP,38.0833,138.4333,68.32,79,18,5.53,few clouds
366,Kushima,JP,31.4583,131.2333,74.7,87,88,9.35,overcast clouds
367,Lahan,NP,26.7296,86.4951,78.24,88,100,7.0,overcast clouds
368,Coihaique,CL,-45.5752,-72.0662,54.21,50,75,9.22,broken clouds
369,Boa Vista,BR,2.8197,-60.6733,94.98,41,40,8.05,scattered clouds
370,Kaiyuan,CN,23.6977,103.3037,65.71,88,64,3.62,broken clouds
371,Lata,PT,40.1629,-8.3327,63.05,77,1,5.84,clear sky
372,Pafos,CY,34.7667,32.4167,75.11,83,90,4.61,overcast clouds
373,Bogashevo,RU,56.3683,85.1447,33.98,100,0,0.0,clear sky
374,Humaita,BR,-7.5061,-63.0208,92.48,42,88,0.49,overcast clouds
375,Xinzhi,CN,36.4989,111.7047,62.15,90,0,3.49,clear sky
376,Margate,GB,51.3813,1.3862,60.69,82,100,5.01,overcast clouds
377,Aklavik,CA,68.2191,-135.0107,30.92,94,100,17.18,snow
378,Baishishan,CN,43.5833,127.5667,57.2,92,100,2.33,overcast clouds
379,Provideniya,RU,64.3833,-173.3,33.21,94,100,6.42,light snow
380,Iquitos,PE,-3.7481,-73.2472,89.64,55,40,3.44,scattered clouds
381,Kidal,ML,18.4411,1.4078,90.16,8,0,8.48,clear sky
382,Masallatah,LY,32.6167,14.0,74.05,83,8,9.55,clear sky
383,San Andres,CO,12.5847,-81.7006,87.82,74,75,11.5,broken clouds
384,Padang,ID,-0.9492,100.3543,77.38,91,100,2.42,overcast clouds
385,Chishtian Mandi,PK,29.8,72.8667,85.35,59,1,6.24,clear sky
386,Korla,CN,41.7597,86.1469,68.23,22,0,4.07,clear sky
387,Ayagoz,KZ,47.9714,80.4392,50.16,56,100,6.98,overcast clouds
388,Sterling,US,39.0062,-77.4286,80.91,64,75,8.05,broken clouds
389,Nurlat,RU,54.4277,50.8051,39.16,66,100,9.1,overcast clouds
390,Lingao,CN,19.9103,109.6859,77.32,81,0,6.22,light rain
391,Aykhal,RU,66.0,111.5,25.02,80,100,8.28,overcast clouds
392,Banikoara,BJ,11.2985,2.4386,79.84,65,2,3.24,clear sky
393,Akdepe,TM,42.0551,59.3788,64.49,43,27,7.14,scattered clouds
394,Esmeraldas,BR,-19.7625,-44.3139,86.86,39,25,9.6,scattered clouds
395,Yebaishou,CN,41.3975,119.6408,57.16,92,0,3.85,clear sky
396,Karasjok,NO,69.4719,25.5112,51.91,71,100,16.46,overcast clouds
397,Bar Harbor,US,44.3876,-68.2039,64.53,80,90,3.0,overcast clouds
398,Batemans Bay,AU,-35.7167,150.1833,58.19,82,100,2.93,light rain
399,Riachao Das Neves,BR,-11.7461,-44.91,95.97,22,26,5.03,scattered clouds
400,Ampanihy,MG,-24.7,44.75,71.6,66,2,7.11,clear sky
401,Half Moon Bay,US,37.4636,-122.4286,73.92,47,1,14.97,clear sky
402,Totness,SR,5.8833,-56.3167,85.44,66,19,12.59,few clouds
403,Samaipata,BO,-18.15,-63.8667,77.54,33,0,11.68,clear sky
404,Carballo,ES,43.213,-8.691,62.29,80,55,3.65,broken clouds
405,Qasigiannguit,GL,68.8193,-51.1922,30.45,75,0,3.2,clear sky
406,Gat,IL,31.61,34.7642,75.88,71,0,3.62,clear sky
407,Champerico,GT,14.3,-91.9167,94.95,68,12,12.48,few clouds
408,Victoria,HK,22.2855,114.1577,84.38,86,17,1.99,light rain
409,Sakakah,SA,29.9697,40.2064,81.72,27,0,9.66,clear sky
410,Luganville,VU,-15.5333,167.1667,76.46,89,88,11.23,overcast clouds
411,Roald,NO,62.5833,6.1333,51.94,82,0,3.44,clear sky
412,Saint-Joseph,RE,-21.3667,55.6167,68.36,74,24,12.41,few clouds
413,Ondjiva,AO,-17.0667,15.7333,76.77,18,9,5.64,clear sky
414,Shumskiy,RU,54.8318,99.1328,32.34,97,100,1.97,overcast clouds
415,Santa Maria,BR,-29.6842,-53.8069,64.51,95,100,9.53,heavy intensity rain
416,Lazaro Cardenas,MX,17.9583,-102.2,84.74,67,16,3.85,few clouds
417,San Quintin,MX,30.4833,-115.95,71.26,68,17,16.08,few clouds
418,Bealanana,MG,-14.55,48.7333,57.49,97,9,4.27,clear sky
419,Jiangyan,CN,32.5061,120.1428,78.98,92,71,5.41,light rain
420,Gouyave,GD,12.1646,-61.7296,86.77,74,40,13.8,scattered clouds
421,Puerto Colombia,CO,10.9878,-74.9547,84.29,73,100,6.17,overcast clouds
422,Kondinskoye,RU,59.6481,67.41,34.38,93,17,7.29,few clouds
423,Povenets,RU,62.8487,34.8262,46.49,89,27,4.45,scattered clouds
424,Kamaishi,JP,39.2667,141.8833,62.64,86,42,4.0,scattered clouds
425,Panalingaan,PH,8.7842,117.4231,79.2,83,55,1.16,broken clouds
426,Biak,ID,-0.9131,122.8766,75.51,85,99,6.53,overcast clouds
427,Klaksvik,FO,62.2266,-6.589,49.12,80,91,15.03,overcast clouds
428,Dumas,US,35.8656,-101.9732,85.42,26,1,13.8,clear sky
429,Gilgit,PK,35.9221,74.3087,77.0,32,0,2.08,clear sky
430,Huilong,CN,31.8111,121.655,75.97,85,25,11.01,light rain
431,Goure,NE,13.9835,10.2704,89.94,33,79,12.8,broken clouds
432,Nguru,NG,12.8791,10.4526,87.76,38,13,11.23,light rain
433,Tiznit,MA,29.5833,-9.5,72.68,46,2,4.05,clear sky
434,Acarau,BR,-2.8856,-40.12,84.04,66,15,20.24,few clouds
435,Bureya,RU,49.8133,129.8131,58.14,89,100,8.32,overcast clouds
436,Zheleznodorozhnyy,RU,55.7503,38.0042,43.36,77,16,4.07,few clouds
437,Flin Flon,CA,54.7682,-101.865,69.89,43,2,11.74,clear sky
438,Bambous Virieux,MU,-20.3428,57.7575,72.21,77,99,15.66,light rain
439,Sibolga,ID,1.7427,98.7792,76.48,93,80,4.29,broken clouds
440,Dunedin,NZ,-45.8742,170.5036,46.8,71,54,5.7,broken clouds
441,Sapa,PH,5.1544,120.3241,81.77,75,99,3.44,overcast clouds
442,Khonsa,IN,27.0167,95.5667,66.09,98,87,4.21,overcast clouds
443,Kangaatsiaq,GL,68.3065,-53.4641,30.65,55,0,15.88,clear sky
444,Adeje,ES,28.1227,-16.726,76.08,70,0,5.99,clear sky
445,Bahia Honda,CU,22.9036,-83.1592,86.05,55,0,9.93,clear sky
446,Faya,SA,18.3851,42.4509,66.72,52,66,3.53,broken clouds
447,Kaya,BF,13.0917,-1.0844,89.1,33,30,8.03,scattered clouds
448,Mosquera,CO,4.7059,-74.2302,66.29,45,75,9.22,broken clouds
449,Tilichiki,RU,60.4667,166.1,28.69,81,100,6.76,overcast clouds
450,Qaqortoq,GL,60.7167,-46.0333,41.5,42,0,6.8,clear sky
451,Sanmenxia,CN,34.7747,111.1814,60.55,93,7,1.81,light rain
452,Port Blair,IN,11.6667,92.75,79.11,83,100,3.58,overcast clouds
453,Port Hardy,CA,50.6996,-127.4199,53.62,72,18,2.13,few clouds
454,Dicamay,PH,16.7561,122.0037,73.51,98,100,2.44,overcast clouds
455,Paamiut,GL,61.994,-49.6678,35.49,49,2,1.16,clear sky
456,Alpiarca,PT,39.2571,-8.5819,64.94,59,29,1.01,scattered clouds
457,Soc Trang,VN,9.6033,105.98,76.96,88,31,3.65,scattered clouds
458,Kharp,RU,66.8014,65.8081,34.27,97,96,5.41,overcast clouds
459,Varhaug,NO,58.6147,5.6457,57.88,82,93,19.15,overcast clouds
460,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,84,29,6.35,scattered clouds
461,Laguna,US,38.421,-121.4238,75.4,33,1,8.01,clear sky
462,Makungu,TZ,-8.7333,35.2833,64.58,63,13,4.23,few clouds
463,Paraiso,CR,9.8383,-83.8656,75.11,89,100,2.73,overcast clouds
464,Te Anau,NZ,-45.4167,167.7167,41.02,96,57,3.8,broken clouds
465,Dali,CN,25.7,100.1833,61.18,89,68,3.15,broken clouds
466,Sola,VU,-13.8833,167.55,78.91,83,100,17.11,overcast clouds
467,Rio Grande,BR,-32.035,-52.0986,66.31,95,100,10.0,overcast clouds
